file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
lie\16_F150B_3_423.jpg,774.0,651.0,0.43895233,768.0,650.0,0.55106056,767.0,653.0,0.45799673,767.0,662.0,0.5616083,763.0,672.0,0.51104224,809.0,660.0,0.35280252,781.0,691.0,0.6222558,861.0,655.0,0.22153103,839.0,719.0,0.56469995,836.0,635.0,0.43174586,807.0,665.0,0.33433527,929.0,668.0,0.55020964,920.0,689.0,0.5059674,1048.0,685.0,0.57388186,1046.0,701.0,0.5724224,1142.0,699.0,0.6156838,1150.0,707.0,0.52430105,0,lie
lie\16_F150B_3_424.jpg,773.0,650.0,0.38416943,766.0,649.0,0.52654576,765.0,652.0,0.42883086,765.0,661.0,0.5384737,762.0,671.0,0.46615827,808.0,659.0,0.34913483,782.0,690.0,0.58961105,863.0,654.0,0.20247865,838.0,718.0,0.5296349,836.0,636.0,0.41836542,812.0,674.0,0.28818133,929.0,668.0,0.547004,921.0,689.0,0.50256586,1048.0,685.0,0.529015,1046.0,700.0,0.57682574,1143.0,699.0,0.5892111,1148.0,707.0,0.4548492,0,lie
lie\16_F150B_3_425.jpg,774.0,652.0,0.41077736,768.0,649.0,0.49756494,765.0,653.0,0.6467079,767.0,661.0,0.45608294,762.0,672.0,0.50543207,809.0,662.0,0.32675073,784.0,692.0,0.5759985,865.0,656.0,0.1733146,839.0,720.0,0.51552725,836.0,635.0,0.39336067,808.0,667.0,0.25403687,929.0,668.0,0.49077734,920.0,690.0,0.47319442,1047.0,685.0,0.51732,1045.0,700.0,0.53757185,1142.0,701.0,0.52326715,1149.0,707.0,0.46182364,0,lie
lie\16_F150B_3_426.jpg,776.0,651.0,0.47071466,770.0,648.0,0.5278192,767.0,652.0,0.5076262,771.0,660.0,0.61739117,765.0,671.0,0.4166601,810.0,661.0,0.35347483,784.0,693.0,0.6672431,860.0,656.0,0.16069093,840.0,719.0,0.589489,835.0,635.0,0.39192447,806.0,661.0,0.34896344,928.0,668.0,0.48731148,921.0,691.0,0.526804,1047.0,683.0,0.45115966,1046.0,701.0,0.57382554,1142.0,699.0,0.5524894,1149.0,708.0,0.58039,0,lie
lie\16_F150B_3_427.jpg,782.0,651.0,0.4020719,775.0,647.0,0.42056048,771.0,650.0,0.54830384,773.0,658.0,0.5177341,766.0,669.0,0.53271335,811.0,661.0,0.3987541,785.0,690.0,0.63991225,859.0,655.0,0.15970394,840.0,719.0,0.41396776,835.0,635.0,0.36271253,806.0,665.0,0.24391769,928.0,668.0,0.42129496,920.0,693.0,0.51089597,1045.0,685.0,0.48625645,1045.0,700.0,0.57026017,1143.0,700.0,0.556471,1147.0,709.0,0.49510652,0,lie
lie\16_F150B_3_429.jpg,776.0,651.0,0.46167928,769.0,648.0,0.61708605,768.0,652.0,0.4967518,769.0,662.0,0.53397083,764.0,671.0,0.44634193,810.0,660.0,0.34353438,783.0,690.0,0.6657208,860.0,655.0,0.17703323,840.0,719.0,0.44889686,836.0,635.0,0.40181252,806.0,664.0,0.2778486,929.0,668.0,0.4160262,920.0,691.0,0.5256961,1046.0,684.0,0.47955254,1045.0,701.0,0.59751713,1143.0,698.0,0.59137774,1147.0,708.0,0.52785397,0,lie
lie\16_F150B_3_430.jpg,771.0,649.0,0.554966,767.0,649.0,0.4770061,764.0,653.0,0.6347748,769.0,661.0,0.5086957,761.0,671.0,0.51622677,810.0,659.0,0.3820973,782.0,690.0,0.600476,848.0,634.0,0.40882078,841.0,720.0,0.6048941,836.0,635.0,0.4126552,811.0,672.0,0.26097408,926.0,665.0,0.6202779,917.0,690.0,0.53596985,1049.0,682.0,0.43414757,1048.0,700.0,0.71928537,1145.0,698.0,0.70480144,1150.0,709.0,0.5675156,0,lie
lie\16_F150B_3_431.jpg,771.0,649.0,0.5648984,766.0,649.0,0.6427207,764.0,653.0,0.55720377,768.0,662.0,0.500126,760.0,672.0,0.5096108,810.0,660.0,0.31562555,783.0,690.0,0.57095194,862.0,654.0,0.1552351,840.0,719.0,0.4998246,836.0,634.0,0.38879645,808.0,667.0,0.27080104,930.0,668.0,0.3779855,921.0,690.0,0.5265608,1046.0,683.0,0.40156347,1045.0,700.0,0.56914645,1143.0,700.0,0.49368426,1148.0,707.0,0.5369327,0,lie
lie\16_F150B_3_432.jpg,772.0,650.0,0.56172985,768.0,650.0,0.46968347,765.0,653.0,0.60840905,768.0,662.0,0.47347504,763.0,672.0,0.5365999,810.0,659.0,0.37051073,784.0,692.0,0.6552892,853.0,648.0,0.21593583,842.0,720.0,0.67797923,836.0,635.0,0.4611327,811.0,673.0,0.23676561,927.0,666.0,0.43181083,918.0,690.0,0.5373355,1048.0,682.0,0.40154162,1047.0,699.0,0.615564,1145.0,699.0,0.6547961,1151.0,709.0,0.54349184,0,lie
lie\16_F150B_3_433.jpg,772.0,649.0,0.56074727,768.0,649.0,0.48689145,765.0,653.0,0.6181164,769.0,662.0,0.5216781,762.0,672.0,0.53941417,810.0,659.0,0.34803182,783.0,691.0,0.61934257,861.0,655.0,0.17445414,839.0,719.0,0.5433382,836.0,634.0,0.40607396,805.0,662.0,0.37863773,929.0,667.0,0.40124878,920.0,690.0,0.52833456,1047.0,683.0,0.40701804,1046.0,700.0,0.6068374,1142.0,700.0,0.5417862,1147.0,708.0,0.4666981,0,lie
lie\16_F150B_3_434.jpg,773.0,649.0,0.5407815,769.0,649.0,0.5444887,766.0,653.0,0.6232066,769.0,662.0,0.56507194,764.0,671.0,0.5660185,813.0,660.0,0.388099,782.0,692.0,0.6281227,854.0,647.0,0.21666811,841.0,721.0,0.602727,837.0,634.0,0.4470721,807.0,664.0,0.35052392,926.0,667.0,0.5795284,918.0,690.0,0.51933193,1049.0,682.0,0.5394587,1047.0,701.0,0.6663102,1145.0,699.0,0.70728016,1151.0,707.0,0.58547103,0,lie
lie\16_F150B_3_437.jpg,779.0,651.0,0.35336187,770.0,648.0,0.5125792,767.0,652.0,0.54561454,772.0,661.0,0.5841609,763.0,669.0,0.36355007,812.0,662.0,0.38270232,785.0,691.0,0.67729044,861.0,655.0,0.17243388,840.0,719.0,0.42457423,836.0,635.0,0.36899716,806.0,666.0,0.25035673,928.0,669.0,0.4045656,920.0,692.0,0.5099336,1047.0,683.0,0.3854626,1046.0,700.0,0.57107496,1144.0,699.0,0.5728029,1148.0,708.0,0.4843467,0,lie
lie\16_F150B_3_438.jpg,772.0,649.0,0.5757522,768.0,649.0,0.52469194,765.0,653.0,0.5865699,766.0,661.0,0.475404,762.0,672.0,0.5680326,810.0,659.0,0.37444836,782.0,692.0,0.6426855,863.0,654.0,0.21533555,840.0,720.0,0.6190436,838.0,634.0,0.47429296,812.0,675.0,0.2898476,928.0,667.0,0.53179455,919.0,691.0,0.5132159,1048.0,684.0,0.4847863,1046.0,700.0,0.5763148,1142.0,699.0,0.57373166,1148.0,708.0,0.5513272,0,lie
lie\16_F150B_3_440.jpg,780.0,651.0,0.35690385,773.0,648.0,0.36788493,770.0,651.0,0.59901893,773.0,661.0,0.5907421,764.0,669.0,0.36747485,813.0,662.0,0.39123625,785.0,693.0,0.6984266,859.0,656.0,0.1800378,840.0,720.0,0.5037801,837.0,636.0,0.5295086,805.0,663.0,0.3865323,929.0,669.0,0.55048406,921.0,691.0,0.5200807,1047.0,683.0,0.41874707,1047.0,701.0,0.5465164,1144.0,699.0,0.5041555,1148.0,708.0,0.57165897,0,lie
lie\16_F150B_3_442.jpg,777.0,650.0,0.43680906,770.0,648.0,0.58196926,768.0,652.0,0.42716005,771.0,662.0,0.49908465,764.0,672.0,0.5044767,811.0,660.0,0.36802748,785.0,692.0,0.6799756,860.0,655.0,0.16998181,840.0,720.0,0.58832353,835.0,634.0,0.36346948,812.0,675.0,0.2488722,927.0,668.0,0.5297418,918.0,690.0,0.5112666,1047.0,684.0,0.4176949,1047.0,701.0,0.6102452,1143.0,699.0,0.59686023,1151.0,708.0,0.5631497,0,lie
lie\16_F150B_3_443.jpg,777.0,652.0,0.44940275,770.0,649.0,0.5846858,767.0,653.0,0.4852437,771.0,662.0,0.5401013,765.0,672.0,0.44199255,811.0,662.0,0.3268536,784.0,693.0,0.68927395,859.0,656.0,0.16882634,840.0,720.0,0.5291244,836.0,636.0,0.5459148,804.0,663.0,0.3222241,928.0,669.0,0.52471465,921.0,691.0,0.51471734,1047.0,684.0,0.39285505,1046.0,701.0,0.5654131,1143.0,699.0,0.4340259,1148.0,708.0,0.54347813,0,lie
lie\16_F150B_3_444.jpg,780.0,651.0,0.3878986,773.0,647.0,0.3773551,769.0,650.0,0.61490464,772.0,656.0,0.46412358,764.0,668.0,0.50136137,812.0,661.0,0.36872277,784.0,690.0,0.62361324,859.0,656.0,0.15267362,842.0,719.0,0.66382504,837.0,634.0,0.37742126,810.0,667.0,0.2372774,929.0,667.0,0.51632977,920.0,691.0,0.524605,1048.0,683.0,0.4154385,1048.0,700.0,0.61168563,1143.0,697.0,0.6163572,1148.0,707.0,0.5993053,0,lie
lie\16_F150B_3_447.jpg,777.0,649.0,0.4482182,771.0,648.0,0.5723836,769.0,650.0,0.39480197,772.0,661.0,0.5708994,765.0,670.0,0.45129952,813.0,660.0,0.41206044,785.0,692.0,0.6759504,860.0,656.0,0.19591333,839.0,719.0,0.572634,838.0,636.0,0.54443085,812.0,674.0,0.22122484,927.0,667.0,0.38549906,919.0,690.0,0.519184,1047.0,683.0,0.35949907,1046.0,700.0,0.5990387,1142.0,700.0,0.5896555,1149.0,708.0,0.5428632,0,lie
lie\16_F150B_6_300.jpg,82.0,225.0,0.23485196,95.0,226.0,0.21166565,93.0,238.0,0.18971008,107.0,247.0,0.23838016,92.0,249.0,0.23530507,115.0,265.0,0.31995228,109.0,258.0,0.2586784,131.0,323.0,0.21024488,112.0,300.0,0.15821569,132.0,318.0,0.20178716,120.0,316.0,0.13230121,103.0,336.0,0.2497384,94.0,332.0,0.24697547,138.0,392.0,0.27079582,141.0,388.0,0.26389396,128.0,417.0,0.24184905,132.0,419.0,0.24946088,0,lie
lie\16_F150B_6_301.jpg,74.0,221.0,0.16840419,91.0,240.0,0.12432688,90.0,237.0,0.13559015,103.0,249.0,0.1710845,92.0,247.0,0.17782936,111.0,266.0,0.249225,108.0,257.0,0.20237519,128.0,325.0,0.17735256,130.0,304.0,0.17046554,131.0,326.0,0.15067169,134.0,320.0,0.23201025,99.0,338.0,0.22568373,93.0,337.0,0.23495032,141.0,402.0,0.29191694,144.0,399.0,0.32036904,128.0,425.0,0.22081995,125.0,435.0,0.25834748,0,lie
lie\16_F150B_6_304.jpg,60.0,230.0,0.1818609,65.0,234.0,0.23678447,66.0,229.0,0.19074416,79.0,260.0,0.2431838,76.0,237.0,0.19002347,77.0,275.0,0.21282881,75.0,265.0,0.20288731,95.0,312.0,0.13877496,67.0,298.0,0.100676246,106.0,304.0,0.114200026,91.0,298.0,0.11808866,76.0,338.0,0.173438,71.0,316.0,0.20260917,113.0,405.0,0.1845309,113.0,401.0,0.17383185,88.0,430.0,0.13728774,101.0,439.0,0.17695177,0,lie
lie\16_F150B_6_305.jpg,73.0,230.0,0.23675902,77.0,235.0,0.28749046,77.0,231.0,0.2528069,89.0,252.0,0.25150087,82.0,250.0,0.21143436,99.0,266.0,0.25390977,81.0,260.0,0.25950688,109.0,309.0,0.1812608,81.0,299.0,0.15357754,118.0,304.0,0.1819047,99.0,298.0,0.1579641,86.0,318.0,0.2694017,76.0,314.0,0.26394278,111.0,386.0,0.24180473,108.0,380.0,0.22632617,108.0,425.0,0.20044556,106.0,426.0,0.1785347,0,lie
lie\16_F150B_6_307.jpg,77.0,260.0,0.22416255,94.0,258.0,0.20747188,95.0,256.0,0.17905036,108.0,268.0,0.21374923,97.0,267.0,0.24434176,119.0,298.0,0.27288908,111.0,293.0,0.23225787,126.0,336.0,0.1853977,114.0,335.0,0.15634629,127.0,344.0,0.14763477,117.0,350.0,0.13813788,101.0,351.0,0.22868678,95.0,350.0,0.25364494,137.0,409.0,0.24572386,140.0,404.0,0.30987597,117.0,434.0,0.23830426,107.0,445.0,0.21471533,0,lie
lie\16_F150B_6_310.jpg,72.0,257.0,0.20051749,76.0,260.0,0.21880627,78.0,257.0,0.20938838,88.0,269.0,0.23974538,90.0,264.0,0.20655102,100.0,298.0,0.19139652,86.0,275.0,0.22676338,106.0,341.0,0.15429233,83.0,334.0,0.12421601,117.0,336.0,0.11377581,102.0,338.0,0.122158706,84.0,348.0,0.19939412,90.0,347.0,0.23315895,113.0,410.0,0.18686593,113.0,404.0,0.20960906,104.0,444.0,0.2082604,104.0,444.0,0.20212582,0,lie
lie\16_F150B_6_314.jpg,79.0,251.0,0.22507782,95.0,250.0,0.18882526,96.0,249.0,0.18961787,106.0,256.0,0.21627602,97.0,257.0,0.22531857,104.0,275.0,0.26492587,115.0,267.0,0.26704124,129.0,332.0,0.19232434,116.0,326.0,0.13188893,133.0,328.0,0.16808061,138.0,323.0,0.28081995,102.0,346.0,0.25384822,98.0,342.0,0.26159397,136.0,401.0,0.25503123,141.0,395.0,0.27753395,130.0,429.0,0.20148426,126.0,436.0,0.2353998,0,lie
lie\16_F150B_6_315.jpg,70.0,218.0,0.14222434,74.0,222.0,0.17281482,77.0,218.0,0.16522986,85.0,231.0,0.21904217,90.0,223.0,0.15874955,97.0,260.0,0.16604248,87.0,252.0,0.18341461,105.0,303.0,0.14171158,107.0,277.0,0.14289854,121.0,307.0,0.13935569,121.0,300.0,0.13390079,85.0,318.0,0.22284156,91.0,318.0,0.2502222,106.0,388.0,0.19187489,105.0,382.0,0.19096723,109.0,428.0,0.15551811,102.0,435.0,0.18878394,0,lie
lie\16_F150B_6_317.jpg,66.0,214.0,0.10575109,68.0,218.0,0.15762012,76.0,214.0,0.13878252,79.0,226.0,0.17619109,119.0,197.0,0.13656932,72.0,234.0,0.18132147,113.0,228.0,0.15648784,93.0,280.0,0.12188697,113.0,270.0,0.12654652,110.0,280.0,0.112781964,127.0,277.0,0.1524969,77.0,311.0,0.19786502,98.0,296.0,0.25158843,77.0,388.0,0.16731593,108.0,380.0,0.1986984,85.0,430.0,0.1455002,103.0,432.0,0.18067208,0,lie
lie\16_F150B_6_318.jpg,67.0,218.0,0.1424055,69.0,222.0,0.19039431,76.0,218.0,0.17050077,81.0,229.0,0.21399969,92.0,221.0,0.15471356,93.0,257.0,0.14953691,107.0,251.0,0.14299844,115.0,301.0,0.13558014,126.0,296.0,0.14593297,126.0,321.0,0.1101742,120.0,322.0,0.106206514,92.0,329.0,0.16066839,92.0,327.0,0.17657407,131.0,393.0,0.2537088,133.0,389.0,0.2511136,124.0,420.0,0.23186539,121.0,425.0,0.24559835,0,lie
lie\16_F150B_6_323.jpg,70.0,213.0,0.12387482,85.0,213.0,0.12224038,87.0,210.0,0.13040599,98.0,221.0,0.14344695,94.0,215.0,0.14305879,95.0,235.0,0.19706312,109.0,224.0,0.16600707,117.0,298.0,0.14395697,128.0,270.0,0.17107323,118.0,296.0,0.124295235,127.0,294.0,0.16143733,92.0,309.0,0.17551588,93.0,304.0,0.18397012,110.0,380.0,0.24121463,112.0,372.0,0.24180475,121.0,416.0,0.21217683,127.0,416.0,0.20098963,0,lie
lie\16_F150B_6_327.jpg,68.0,225.0,0.1708492,73.0,228.0,0.21075682,75.0,224.0,0.18676767,85.0,235.0,0.22048967,90.0,227.0,0.16841848,92.0,249.0,0.17679861,107.0,239.0,0.18483575,115.0,293.0,0.1603727,108.0,280.0,0.14685936,110.0,294.0,0.1340283,118.0,290.0,0.17370796,84.0,316.0,0.20028214,95.0,299.0,0.23086733,109.0,388.0,0.18469134,107.0,381.0,0.19425687,111.0,427.0,0.16274652,109.0,427.0,0.15791567,0,lie
lie\16_F150B_6_329.jpg,74.0,222.0,0.15840921,86.0,222.0,0.14361057,90.0,219.0,0.14460225,101.0,241.0,0.14945687,96.0,225.0,0.16533463,108.0,260.0,0.20671082,127.0,251.0,0.22159813,120.0,306.0,0.16801903,131.0,296.0,0.1690423,128.0,322.0,0.1268482,135.0,320.0,0.1612049,100.0,332.0,0.18604535,115.0,317.0,0.26243907,135.0,396.0,0.26435584,141.0,390.0,0.2575613,128.0,424.0,0.21769974,127.0,429.0,0.24379477,0,lie
lie\16_F150B_6_330.jpg,78.0,251.0,0.22882755,81.0,241.0,0.27722168,83.0,254.0,0.21049465,92.0,257.0,0.25342715,95.0,255.0,0.220729,98.0,276.0,0.29082242,107.0,264.0,0.26702037,119.0,323.0,0.20093745,111.0,311.0,0.1750451,124.0,328.0,0.17002366,98.0,326.0,0.14315431,97.0,346.0,0.25972533,96.0,327.0,0.2890976,116.0,400.0,0.23878334,128.0,394.0,0.2519542,110.0,430.0,0.174249,106.0,429.0,0.15891407,0,lie
lie\16_F150B_6_331.jpg,69.0,217.0,0.11957891,74.0,222.0,0.16232084,76.0,218.0,0.15562928,88.0,228.0,0.17011446,90.0,221.0,0.13465169,96.0,237.0,0.18595368,108.0,227.0,0.15905426,105.0,279.0,0.14376567,110.0,265.0,0.12107314,109.0,270.0,0.13596031,115.0,264.0,0.15908065,86.0,284.0,0.22183274,95.0,283.0,0.21360692,113.0,378.0,0.21725178,113.0,371.0,0.22014102,118.0,403.0,0.13553599,129.0,412.0,0.19354747,0,lie
lie\16_F150B_6_332.jpg,65.0,223.0,0.14345488,69.0,228.0,0.20161305,72.0,224.0,0.1766812,83.0,250.0,0.20636632,84.0,248.0,0.15693212,82.0,266.0,0.20047574,82.0,255.0,0.19021165,96.0,311.0,0.13825151,77.0,295.0,0.11772613,109.0,301.0,0.11140128,98.0,292.0,0.1308363,80.0,314.0,0.20574568,77.0,307.0,0.19049989,100.0,384.0,0.22824344,101.0,375.0,0.21965519,96.0,409.0,0.141809,104.0,419.0,0.1615121,0,lie
lie\16_F150B_6_333.jpg,81.0,246.0,0.15290686,98.0,243.0,0.116972126,101.0,242.0,0.12775776,112.0,247.0,0.15324168,104.0,249.0,0.1535862,116.0,268.0,0.2181992,132.0,260.0,0.21597052,123.0,328.0,0.14772852,135.0,306.0,0.17940855,135.0,328.0,0.12861504,142.0,327.0,0.16620854,102.0,341.0,0.2018957,99.0,337.0,0.19618994,131.0,399.0,0.23940222,137.0,393.0,0.24867848,128.0,425.0,0.2072933,125.0,428.0,0.23036702,0,lie
lie\16_F150B_6_334.jpg,78.0,221.0,0.17823857,82.0,226.0,0.19963199,85.0,222.0,0.17337777,92.0,232.0,0.2177315,96.0,226.0,0.18437935,98.0,247.0,0.22335643,107.0,238.0,0.20959002,121.0,293.0,0.18185005,110.0,284.0,0.16880903,113.0,283.0,0.15251993,116.0,282.0,0.19314393,90.0,315.0,0.26063493,91.0,316.0,0.254757,114.0,389.0,0.23941487,107.0,383.0,0.23090513,111.0,426.0,0.18497325,106.0,427.0,0.17109267,0,lie
lie\16_F150B_6_335.jpg,75.0,222.0,0.15843762,91.0,221.0,0.13780737,93.0,217.0,0.14106534,107.0,243.0,0.15124427,94.0,245.0,0.15210071,113.0,265.0,0.22065468,111.0,255.0,0.17845517,124.0,326.0,0.15446362,128.0,301.0,0.15169789,130.0,324.0,0.13485728,132.0,322.0,0.14874008,99.0,337.0,0.1863868,95.0,333.0,0.18729937,133.0,396.0,0.2166241,134.0,392.0,0.21477005,125.0,421.0,0.19450025,121.0,428.0,0.20426446,0,lie
lie\16_F150B_6_336.jpg,68.0,217.0,0.10176437,73.0,218.0,0.11463999,75.0,216.0,0.12616596,86.0,224.0,0.14557995,89.0,219.0,0.103941664,116.0,259.0,0.17113079,108.0,231.0,0.14328997,128.0,300.0,0.1387914,134.0,273.0,0.13536948,129.0,304.0,0.11887999,134.0,302.0,0.13673273,99.0,317.0,0.1590017,97.0,313.0,0.18323907,141.0,398.0,0.18374208,145.0,395.0,0.19616914,129.0,418.0,0.16654627,129.0,427.0,0.17502944,0,lie
lie\16_F150B_6_338.jpg,71.0,227.0,0.18227771,75.0,231.0,0.21439785,78.0,227.0,0.19225655,89.0,251.0,0.22475398,90.0,231.0,0.1803067,98.0,267.0,0.21923518,106.0,257.0,0.20123537,119.0,312.0,0.1885563,89.0,298.0,0.13985546,119.0,311.0,0.15578158,104.0,301.0,0.14431863,86.0,323.0,0.22332267,92.0,322.0,0.25534633,116.0,400.0,0.22160728,114.0,395.0,0.20382173,111.0,431.0,0.16479526,104.0,437.0,0.20479175,0,lie
lie\16_F150B_6_340.jpg,61.0,213.0,0.1098778,66.0,214.0,0.14726654,68.0,211.0,0.15657151,81.0,218.0,0.17693055,83.0,211.0,0.117136195,92.0,232.0,0.1390272,78.0,220.0,0.14543213,117.0,277.0,0.13607557,98.0,243.0,0.12009507,103.0,276.0,0.1257368,106.0,269.0,0.14180522,82.0,286.0,0.19258207,92.0,284.0,0.18697271,112.0,377.0,0.19331281,108.0,371.0,0.175222,107.0,417.0,0.14996833,126.0,410.0,0.17577194,0,lie
lie\16_F150B_6_341.jpg,79.0,251.0,0.20343003,94.0,250.0,0.19185527,97.0,249.0,0.18067072,105.0,255.0,0.21939361,110.0,252.0,0.14920032,101.0,271.0,0.2797804,118.0,261.0,0.25319946,120.0,329.0,0.16435517,135.0,307.0,0.23651543,127.0,330.0,0.15250629,138.0,329.0,0.19858852,97.0,342.0,0.23260857,97.0,338.0,0.24091507,128.0,401.0,0.27950618,137.0,394.0,0.29404387,123.0,430.0,0.21467558,107.0,440.0,0.24078381,0,lie
lie\16_F150B_6_342.jpg,73.0,253.0,0.20956074,77.0,256.0,0.22663176,80.0,254.0,0.2029547,90.0,260.0,0.25236106,95.0,256.0,0.20509855,97.0,279.0,0.2507772,111.0,267.0,0.25508207,117.0,324.0,0.17608023,114.0,312.0,0.16845419,115.0,331.0,0.13079454,126.0,314.0,0.16941124,87.0,346.0,0.23002379,94.0,343.0,0.23645122,112.0,403.0,0.22740228,112.0,397.0,0.21977128,103.0,443.0,0.22986375,102.0,442.0,0.20946778,0,lie
lie\16_F150B_6_343.jpg,70.0,219.0,0.113905825,75.0,221.0,0.14418863,91.0,214.0,0.11584665,107.0,240.0,0.12330457,96.0,242.0,0.12969865,111.0,263.0,0.172702,111.0,253.0,0.14354362,126.0,325.0,0.12883022,145.0,300.0,0.17057863,127.0,323.0,0.114194654,130.0,321.0,0.14277846,95.0,335.0,0.15106437,95.0,331.0,0.15597531,133.0,396.0,0.19773291,137.0,392.0,0.20947044,123.0,421.0,0.18685803,121.0,429.0,0.20591195,0,lie
lie\16_F150B_6_346.jpg,66.0,226.0,0.15248993,70.0,228.0,0.18042864,74.0,224.0,0.16487503,81.0,239.0,0.2001629,86.0,230.0,0.15600562,96.0,269.0,0.1908732,85.0,262.0,0.1933098,105.0,312.0,0.12487969,109.0,301.0,0.11358698,117.0,309.0,0.10133902,123.0,306.0,0.122301936,83.0,339.0,0.17628396,93.0,322.0,0.19794415,119.0,400.0,0.16683254,118.0,396.0,0.18072371,106.0,437.0,0.18737046,124.0,430.0,0.19910398,0,lie
lie\16_F150B_6_348.jpg,71.0,220.0,0.12673879,87.0,218.0,0.10303713,92.0,214.0,0.11497497,85.0,230.0,0.18269084,98.0,222.0,0.1264628,97.0,260.0,0.1506962,132.0,252.0,0.16850434,119.0,307.0,0.13362098,140.0,283.0,0.16781333,128.0,308.0,0.11746004,143.0,307.0,0.17187333,91.0,322.0,0.16137037,98.0,319.0,0.20405054,110.0,401.0,0.18916664,135.0,393.0,0.22000636,116.0,430.0,0.20317039,121.0,430.0,0.1871231,0,lie
lie\16_F150B_6_349.jpg,66.0,212.0,0.10175914,71.0,215.0,0.13446385,75.0,211.0,0.13407724,85.0,220.0,0.16590145,122.0,193.0,0.11365024,94.0,235.0,0.17231165,134.0,227.0,0.15782788,122.0,299.0,0.13978685,140.0,272.0,0.15140672,124.0,305.0,0.12824292,138.0,302.0,0.16534635,93.0,314.0,0.16729361,100.0,310.0,0.18086404,137.0,393.0,0.21039891,143.0,389.0,0.21298857,126.0,419.0,0.18836191,125.0,424.0,0.1997078,0,lie
lie\16_F150B_6_350.jpg,85.0,244.0,0.22194508,97.0,232.0,0.23139648,100.0,242.0,0.18258359,107.0,248.0,0.22004366,111.0,246.0,0.14829728,112.0,269.0,0.29456052,132.0,261.0,0.30059525,124.0,317.0,0.23007382,137.0,307.0,0.2428016,133.0,323.0,0.18447012,138.0,319.0,0.30906847,102.0,342.0,0.26715815,118.0,339.0,0.2921897,132.0,394.0,0.3058881,140.0,389.0,0.28102326,128.0,426.0,0.24997331,126.0,427.0,0.27377683,0,lie
lie\16_F150B_6_354.jpg,67.0,225.0,0.17185631,72.0,228.0,0.21195051,75.0,224.0,0.18727362,85.0,235.0,0.2210447,89.0,227.0,0.16995658,97.0,264.0,0.18085127,88.0,256.0,0.18914281,104.0,312.0,0.13500668,110.0,282.0,0.14726028,112.0,303.0,0.11345568,119.0,298.0,0.13782753,82.0,317.0,0.17977042,91.0,315.0,0.20049985,108.0,391.0,0.18391263,110.0,382.0,0.17910174,110.0,426.0,0.1448869,106.0,430.0,0.17707416,0,lie
lie\16_F150B_6_355.jpg,69.0,225.0,0.18707044,73.0,229.0,0.22263058,76.0,225.0,0.2007876,99.0,247.0,0.16340524,87.0,248.0,0.1624108,97.0,268.0,0.21705161,104.0,259.0,0.20339228,121.0,323.0,0.15721324,124.0,302.0,0.17131054,126.0,323.0,0.13935958,117.0,321.0,0.1115888,91.0,338.0,0.18994305,87.0,335.0,0.19826542,129.0,395.0,0.2524763,110.0,392.0,0.19490018,123.0,422.0,0.20820655,102.0,434.0,0.20967431,0,lie
lie\16_F150B_6_356.jpg,67.0,230.0,0.17675093,71.0,233.0,0.2262422,76.0,228.0,0.18525875,84.0,241.0,0.22578502,92.0,232.0,0.17308697,96.0,272.0,0.19911803,109.0,261.0,0.1799159,102.0,317.0,0.1300554,109.0,305.0,0.1195921,116.0,307.0,0.106970966,125.0,303.0,0.13688308,82.0,339.0,0.1726739,92.0,320.0,0.20417145,109.0,402.0,0.19702491,111.0,396.0,0.18947123,104.0,441.0,0.1977454,104.0,438.0,0.1849663,0,lie
lie\16_F150B_6_357.jpg,71.0,225.0,0.14503813,75.0,229.0,0.16838664,79.0,225.0,0.1534998,91.0,254.0,0.18314296,92.0,230.0,0.14511691,99.0,270.0,0.19379936,111.0,260.0,0.17187493,120.0,313.0,0.15895708,114.0,301.0,0.11850876,120.0,310.0,0.110093445,128.0,306.0,0.13256447,86.0,340.0,0.17625488,95.0,322.0,0.20649819,123.0,405.0,0.17611131,141.0,400.0,0.24994726,113.0,441.0,0.1934039,129.0,434.0,0.2193131,0,lie
